file,angle
t216/000067015.sdf,305.62666346436134
t216/000067015.sdf,174.89068106620653
t216/000067015.sdf,60.60061442300625
t216/000067015_dft.sdf,307.8267411830478
t216/000067015_dft.sdf,175.92794648098706
t216/000067015_dft.sdf,62.403061129452105
t216/014006941.sdf,309.29352830632513
t216/014006941.sdf,177.02498423122006
t216/014006941.sdf,63.80848102845185
t216/014006941_dft.sdf,306.14149653384555
t216/014006941_dft.sdf,171.95573642778183
t216/014006941_dft.sdf,60.91481929489234
t216/026338816.sdf,180.01675823707438
t216/026338816.sdf,300.0299081120089
t216/026338816.sdf,60.00631780539348
t216/026338816_dft.sdf,180.00035127206408
t216/026338816_dft.sdf,307.66489558154376
t216/026338816_dft.sdf,52.35348738983548
t216/029939062.sdf,179.9777274935841
t216/029939062.sdf,60.40651276296321
t216/029939062.sdf,299.6051557443045
t216/029939062_dft.sdf,179.95056137578024
t216/029939062_dft.sdf,52.53012974975767
t216/029939062_dft.sdf,307.49362116529085
t216/051538824.sdf,181.93891570497405
t216/051538824.sdf,301.77800664348234
t216/051538824.sdf,62.442895058028704
t216/051538824_dft.sdf,180.33182793364924
t216/051538824_dft.sdf,300.0591006343751
t216/051538824_dft.sdf,60.644366927910546
