file,angle
t306/000202910.sdf,118.81915815872875
t306/000202910.sdf,299.37954840217196
t306/000202910.sdf,90.87146088639103
t306/000202910.sdf,273.68706588754293
t306/000202910_dft.sdf,103.89972993532172
t306/000202910_dft.sdf,284.2184120063219
t306/000202910_dft.sdf,72.60890961361126
t306/000202910_dft.sdf,253.2189183035635
t306/022145150.sdf,135.7476018988087
t306/022145150.sdf,314.6850823227495
t306/022145150.sdf,91.74396816795618
t306/022145150.sdf,277.4868704978436
t306/022277907.sdf,223.1649751835231
t306/022277907.sdf,45.89222680610727
t306/022277907.sdf,49.5032182436868
t306/022277907.sdf,228.16614938523279
t306/022277907_dft.sdf,228.39378417996323
t306/022277907_dft.sdf,50.54922839644364
t306/022277907_dft.sdf,48.790463620325376
t306/022277907_dft.sdf,226.01426894615378
t306/059200416.sdf,90.17616998514062
t306/059200416.sdf,271.6306859079217
t306/059200416.sdf,135.07267344388617
t306/059200416.sdf,313.18972159613867
t306/059200416_dft.sdf,87.0125425608157
t306/059200416_dft.sdf,268.2605964803719
t306/059200416_dft.sdf,135.22878811027164
t306/059200416_dft.sdf,312.5214102491541
t306/065100039.sdf,132.9890863932186
t306/065100039.sdf,309.1728955943593
t306/065100039.sdf,135.68925146724877
t306/065100039.sdf,314.44327551048275
t306/065100039_dft.sdf,129.77033527620165
t306/065100039_dft.sdf,306.7699760538486
t306/065100039_dft.sdf,137.36175156797793
t306/065100039_dft.sdf,315.0771033245247
